title,episodes,mark,score,is_finish,series_follow,follows,coins,likes,danmus,views,area,count,season_type,season_id,media_id,link
欢迎来到加帕里公园 第二季,全12话,会员专享,2.3,1,94175,22082,938,2611,665,676798,日本,0,1,27698,28220802,https://www.bilibili.com/bangumi/play/ss27698
兽娘动物园 2,全12话,会员专享,2.2,1,493192,80182,3674,9605,35938,2360012,日本,0,1,26295,5345112,https://www.bilibili.com/bangumi/play/ss26295
孤独摇滚！,更新至第2话,独家,,0,473719,473719,45161,103746,17122,3047351,日本,0,1,43164,28339735,https://www.bilibili.com/bangumi/play/ss43164
万能蔬菜卜卜侠,全1话,,,1,2142,2142,66,152,1139,41029,日本,0,1,958,958,https://www.bilibili.com/bangumi/play/ss958?theme=movie
麻衣的魔法和家庭日,全1话,,,1,4666,4666,36,8,281,44717,日本,0,1,957,957,https://www.bilibili.com/bangumi/play/ss957
苏希的动物园,全10话,,,1,3885,3885,106,198,846,84577,日本,0,1,945,945,https://www.bilibili.com/bangumi/play/ss945
X战警,全12话,,,1,25447,25447,296,838,5860,549565,日本,0,1,944,944,https://www.bilibili.com/bangumi/play/ss944
和殿下一起～眼罩之野心～,全12话,,,1,15824,6119,369,1041,268,73358,日本,0,1,937,937,https://www.bilibili.com/bangumi/play/ss937
和殿下一起 1分钟剧场,全12话,,,1,15824,12824,467,1432,221,90383,日本,0,1,936,936,https://www.bilibili.com/bangumi/play/ss936
怪物猎人日记 岌岌可危的猫猫村G,全13话,,,1,13976,13970,388,1270,4460,514340,日本,0,1,912,912,https://www.bilibili.com/bangumi/play/ss912
DOUBLE-J,全11话,,,1,16234,16234,229,381,4634,224716,日本,0,1,908,908,https://www.bilibili.com/bangumi/play/ss908
战国☆天堂 -极-,全26话,,,1,9567,9567,37,84,2261,180020,日本,0,1,892,892,https://www.bilibili.com/bangumi/play/ss892
金属对决 战斗陀螺 ZERO G,全38话,,,1,4532,4532,98,269,833,384897,日本,0,1,804,804,https://www.bilibili.com/bangumi/play/ss804
柴犬子,全26话,,,1,12195,12195,138,526,4368,409008,日本,0,1,798,798,https://www.bilibili.com/bangumi/play/ss798
希望宅邸3D 第二季,全13话,,,1,26520,8529,295,460,2567,288781,日本,0,1,776,776,https://www.bilibili.com/bangumi/play/ss776
激战！弹珠人 第二季,全12话,,,1,10630,3469,61,171,317,188040,日本,0,1,751,751,https://www.bilibili.com/bangumi/play/ss751
CROSS FIGHT 弹珠人,全52话,,,1,10630,9723,389,1054,4517,712863,日本,0,1,750,750,https://www.bilibili.com/bangumi/play/ss750
地狱幼稚园,全12话,,,1,9846,9846,141,316,1865,226205,日本,0,1,684,684,https://www.bilibili.com/bangumi/play/ss684
D·N·A² ~他到底失去了什么？~ OVA,全3话,,,1,44568,9584,1615,3132,11605,905162,日本,0,1,6532,7892,https://www.bilibili.com/bangumi/play/ss6532
DRIVE HEAD 机动救急警察,全37话,,,1,20543,20543,1203,7501,2890,1573453,日本,0,1,6522,6084,https://www.bilibili.com/bangumi/play/ss6522
新战神金刚：传奇的保护神 第二季,全13话,,,1,25713,4936,230,278,5343,208339,美国,0,1,6517,10872,https://www.bilibili.com/bangumi/play/ss6517
新战神金刚：传奇的保护神 第四季,全6话,,,1,25713,5451,358,328,2898,201677,美国,0,1,6516,7712,https://www.bilibili.com/bangumi/play/ss6516
新战神金刚：传奇的保护神 第三季,全7话,,,1,25713,4121,386,294,4327,253171,美国,0,1,6515,7692,https://www.bilibili.com/bangumi/play/ss6515
再造人卡辛（OVA）,全4话,,,1,119987,9047,216,847,820,159342,日本,0,1,6510,10832,https://www.bilibili.com/bangumi/play/ss6510
Onyankopon,全12话,出品,,1,7905,7905,479,1444,935,317864,日本,0,1,6501,7392,https://www.bilibili.com/bangumi/play/ss6501
破里拳 Hurricane Polimar,全26话,,,1,9364,9339,1315,1215,1010,285016,日本,0,1,6489,10612,https://www.bilibili.com/bangumi/play/ss6489
爱米 -WE LOVE RICE- 第二季,全12话,,,1,29823,23890,472,1335,810,278974,日本,0,1,6478,6478,https://www.bilibili.com/bangumi/play/ss6478
雨色Convention,全12话,独家,,1,194284,45705,898,2057,1161,567879,日本,0,1,6476,6476,https://www.bilibili.com/bangumi/play/ss6476
直白标题机器人动画,全12话,,,1,5316,5316,224,187,5566,210486,日本,0,1,642,642,https://www.bilibili.com/bangumi/play/ss642
新造人间卡辛（1973）,全35话,,,1,119987,14115,2978,1555,4007,321529,日本,0,1,6401,10572,https://www.bilibili.com/bangumi/play/ss6401
科学小飞侠 THE MOVIE,全1话,,,1,276008,4341,62,188,106,100385,日本,0,1,6399,6399,https://www.bilibili.com/bangumi/play/ss6399?theme=movie
先驱少女的日常茶饭事,全5话,,,1,5179,5179,147,135,365,64496,日本,0,1,6392,6392,https://www.bilibili.com/bangumi/play/ss6392
火影忍者舞台剧 虹桥艺术中心采访篇,全1话,,,1,43772,8323,325,2380,1258,1333033,日本,0,1,6384,6384,https://www.bilibili.com/bangumi/play/ss6384
PIKO太郎的摇篮曲,全12话,,,1,4416,4416,141,202,362,126152,日本,0,1,6378,6378,https://www.bilibili.com/bangumi/play/ss6378
解谜之音 KAITO×ANSA,全12话,,,1,93600,15218,149,459,1045,249973,日本,0,1,6376,6376,https://www.bilibili.com/bangumi/play/ss6376
科学小飞侠（1972）,全105话,,,1,276008,11797,8682,1185,1726,347580,日本,0,1,6246,6246,https://www.bilibili.com/bangumi/play/ss6246
决斗大师 VSRF,全51话,,,1,9226,6665,8652,2635,1320,582806,日本,0,1,6192,13287272,https://www.bilibili.com/bangumi/play/ss6192
兔龟 女高网球部外传 SP,全1话,,,1,204613,8314,151,220,99,68537,日本,0,1,6170,6170,https://www.bilibili.com/bangumi/play/ss6170
科学小飞侠F（1979）,全48话,,,1,276008,5209,2635,332,150,146680,日本,0,1,6160,6160,https://www.bilibili.com/bangumi/play/ss6160
科学小飞侠II（1978）,全52话,,,1,276008,5491,3057,1027,418,167972,日本,0,1,6144,6144,https://www.bilibili.com/bangumi/play/ss6144
侦探歌剧 少女福尔摩斯 派对之夜,全1话,,,1,138576,13799,500,337,1008,117380,日本,0,1,6136,6136,https://www.bilibili.com/bangumi/play/ss6136
阿信,全1话,,,1,7967,7967,570,956,1679,159979,日本,0,1,6087,6087,https://www.bilibili.com/bangumi/play/ss6087?theme=movie
银河战国群雄传,全52话,,,1,4249,4249,154,282,1451,163412,日本,0,1,6074,6074,https://www.bilibili.com/bangumi/play/ss6074
踢向明天,全52话,,,1,2704,2704,98,154,387,179494,日本,0,1,6072,6072,https://www.bilibili.com/bangumi/play/ss6072
怪物弹珠 第二季 前篇,全24话,,,1,70099,47236,7076,1017,5685,551920,日本,0,1,6059,6059,https://www.bilibili.com/bangumi/play/ss6059
魔法提琴手 剧场版,全1话,,,1,3062,3062,63,57,195,51553,日本,0,1,6037,6037,https://www.bilibili.com/bangumi/play/ss6037?theme=movie
World Fool News 2,全12话,,,1,28257,28257,758,2530,2322,408340,日本,0,1,6035,6035,https://www.bilibili.com/bangumi/play/ss6035
少年阿贝 GO!GO!小芝麻 第二季,全32话,,,1,46207,13469,992,2458,1878,333564,日本,0,1,6010,6010,https://www.bilibili.com/bangumi/play/ss6010
The Snack World,全50话,,,1,3740,3740,771,312,2564,209178,日本,0,1,6004,6004,https://www.bilibili.com/bangumi/play/ss6004
我是国王,全12话,,,1,5901,5901,202,223,3031,123139,日本,0,1,599,599,https://www.bilibili.com/bangumi/play/ss599
团地友夫,全79话,,,1,3355,1600,3892,19668,1330,77701,日本,0,1,597,1730,https://www.bilibili.com/bangumi/play/ss597
爱米 -WE LOVE RICE-,全12话,,,1,29823,8574,98,2852,233,153805,日本,0,1,5957,28229855,https://www.bilibili.com/bangumi/play/ss5957
如风似云,全1话,,,1,7424,7424,64,17,710,29354,日本,0,1,5949,5949,https://www.bilibili.com/bangumi/play/ss5949?theme=movie
银河机攻队MAJESTIC PRINCE 新作动画,全1话,独家,,1,70906,18823,288,706,829,380325,日本,0,1,5942,5942,https://www.bilibili.com/bangumi/play/ss5942
裸狼,全52话,,,1,2822,2822,8419,1119,7678,297082,日本,0,1,5931,5931,https://www.bilibili.com/bangumi/play/ss5931
八神君的家庭事件,全3话,,,1,4243,4243,120,152,814,43664,日本,0,1,5927,5927,https://www.bilibili.com/bangumi/play/ss5927
ZEGAPAIN ADP,全1话,,,1,39297,9926,209,258,606,127798,日本,0,1,5926,5926,https://www.bilibili.com/bangumi/play/ss5926?theme=movie
咪咪流浪记,全51话,,,1,7041,7041,340,649,2035,180524,日本,0,1,5925,5925,https://www.bilibili.com/bangumi/play/ss5925
超爆裂异次元卡片大战,全32话,独家,,1,1188,1188,1598,2938,385,52406,日本,0,1,5923,5923,https://www.bilibili.com/bangumi/play/ss5923
锁链战记～赫克瑟塔斯之光～短篇,全12话,,,1,502746,20735,505,458,279,882424,日本,0,1,5922,5922,https://www.bilibili.com/bangumi/play/ss5922
盖塔机器人 剧场版,全4话,,,1,32639,5696,220,654,1036,211268,日本,0,1,5920,5920,https://www.bilibili.com/bangumi/play/ss5920?theme=movie
盖塔机器人G,全39话,,,1,32639,8918,258,865,1594,320750,日本,0,1,5918,5918,https://www.bilibili.com/bangumi/play/ss5918
WASIMO 第三季,全44话,独家,,1,4691,1280,4672,14206,50,129619,日本,0,1,5915,5915,https://www.bilibili.com/bangumi/play/ss5915
WASIMO 第二季,全24话,独家,,1,4691,1137,1360,1484,179,51824,日本,0,1,5912,5912,https://www.bilibili.com/bangumi/play/ss5912
WASIMO,全10话,独家,,1,4691,3645,348,760,455,76571,日本,0,1,5911,5911,https://www.bilibili.com/bangumi/play/ss5911
咬屁屁虫 第四季,全10话,独家,,1,4993,1521,964,2127,94,186953,日本,0,1,5908,5908,https://www.bilibili.com/bangumi/play/ss5908
咬屁屁虫 第二季,全32话,独家,,1,4993,1306,1537,2644,202,98539,日本,0,1,5900,5900,https://www.bilibili.com/bangumi/play/ss5900
1磅的福音,全1话,,,1,3937,3937,260,293,464,59511,日本,0,1,5889,5889,https://www.bilibili.com/bangumi/play/ss5889
咬屁屁虫 第一季,全20话,独家,,1,4993,3457,903,1016,741,146664,日本,0,1,5887,5887,https://www.bilibili.com/bangumi/play/ss5887
敌人是海盗- 猫们的飨宴,全6话,,,1,2581,2581,48,49,43,30249,日本,0,1,5880,5880,https://www.bilibili.com/bangumi/play/ss5880
天才傻瓜 复活的弗兰德之犬,全1话,,,1,3130,3130,48,73,204,54206,日本,0,1,5866,5866,https://www.bilibili.com/bangumi/play/ss5866?theme=movie
学活！ 第二季,全25话,,,1,10669,9757,445,535,6443,439913,日本,0,1,586,586,https://www.bilibili.com/bangumi/play/ss586
魔天战神 OVA,全2话,,,1,2599,2599,85,135,162,46385,日本,0,1,5838,5838,https://www.bilibili.com/bangumi/play/ss5838
少年剑道王直角,全36话,,,1,1520,1520,42,63,123,31539,日本,0,1,5810,5810,https://www.bilibili.com/bangumi/play/ss5810
HEROMAN短篇,全3话,,,1,51147,2500,39,121,87,41354,日本,0,1,5766,5766,https://www.bilibili.com/bangumi/play/ss5766
火影忍者舞台剧 便服采访篇,全20话,,,1,43772,7775,206,822,1149,826346,日本,0,1,5764,5764,https://www.bilibili.com/bangumi/play/ss5764
怪力少女,全2话,,,1,5227,5227,91,222,415,60615,日本,0,1,5712,5712,https://www.bilibili.com/bangumi/play/ss5712
大小姐搜查网,全1话,,,1,4348,4348,93,165,328,44082,日本,0,1,5708,5708,https://www.bilibili.com/bangumi/play/ss5708
辛巴达 魔法之灯和移动岛,全1话,会员专享,,1,16668,9351,63,3165,49,41402,日本,0,1,5706,5706,https://www.bilibili.com/bangumi/play/ss5706?theme=movie
少女抚子恋爱手册,全1话,,,1,13312,13312,152,266,355,123046,日本,0,1,5705,5705,https://www.bilibili.com/bangumi/play/ss5705
火圣旅团999.9,全1话,,,1,2208,2208,44,58,116,32250,日本,0,1,5697,5697,https://www.bilibili.com/bangumi/play/ss5697
破邪大星弹劾凰,全3话,,,1,12809,12809,463,959,1392,187618,日本,0,1,5694,5694,https://www.bilibili.com/bangumi/play/ss5694
星梦手记 广播节目,全20话,,,1,129991,5910,442,507,698,290052,日本,0,1,5651,5651,https://www.bilibili.com/bangumi/play/ss5651
星梦手记 生放送,全5话,,,1,129991,5611,361,139,2267,106555,日本,0,1,5649,5649,https://www.bilibili.com/bangumi/play/ss5649
决斗大师VSR,全51话,,,1,9226,2652,3544,16414,454,170573,日本,0,1,5641,28221005,https://www.bilibili.com/bangumi/play/ss5641
拉链超人组,全1话,,,1,2669,2669,101,105,117,23485,日本,0,1,5638,5638,https://www.bilibili.com/bangumi/play/ss5638
火影忍者舞台剧,全5话,,,1,43772,37816,1888,5374,10531,5583485,日本,0,1,5604,5604,https://www.bilibili.com/bangumi/play/ss5604
小白角,全1话,,,1,4829,4829,342,417,2587,61846,日本,0,1,5598,5598,https://www.bilibili.com/bangumi/play/ss5598?theme=movie
Peeping Life -The Perfect Edit,全10话,,,1,36650,3280,106,195,339,67686,日本,0,1,5585,5585,https://www.bilibili.com/bangumi/play/ss5585
地狱堂灵界通信,全1话,,,1,2844,2844,60,82,190,29373,日本,0,1,5573,5573,https://www.bilibili.com/bangumi/play/ss5573
星梦手记 声优节目,全12话,,,1,129991,14495,3896,1328,14037,1205045,日本,0,1,5566,5566,https://www.bilibili.com/bangumi/play/ss5566
街角的童话,全1话,,,1,21214,21214,321,342,1416,101974,日本,0,1,5565,5565,https://www.bilibili.com/bangumi/play/ss5565
雨色可可 in Hawaii,全12话,独家,,1,194284,45167,484,583,2159,565343,日本,0,1,5564,5564,https://www.bilibili.com/bangumi/play/ss5564
Crane Game Girls 第二季,全12话,独家,,1,60351,24881,614,698,2852,251401,日本,0,1,5555,5555,https://www.bilibili.com/bangumi/play/ss5555
3年D班玻璃假面,全12话,,,1,3412,3412,190,154,611,138737,日本,0,1,5546,5546,https://www.bilibili.com/bangumi/play/ss5546
时间飞船24,全24话,,,1,61806,45836,995,1239,16309,871786,日本,0,1,5510,5510,https://www.bilibili.com/bangumi/play/ss5510
彼得潘的冒险,全41话,,,1,6828,6828,123,271,11,104039,日本,0,1,5496,5496,https://www.bilibili.com/bangumi/play/ss5496
赤足小子2,全1话,,,1,3212,1763,50,14,246,14174,日本,0,1,5493,5493,https://www.bilibili.com/bangumi/play/ss5493?theme=movie
地下巧克力 我们的巧克力战争,全1话,,,1,6036,6036,182,924,200,49899,日本,0,1,5483,5483,https://www.bilibili.com/bangumi/play/ss5483?theme=movie
超机甲发明小子,全21话,,,1,3198,3198,39,91,179,86244,日本,0,1,5478,5478,https://www.bilibili.com/bangumi/play/ss5478
秋叶原电脑组 2011年的暑假,全1话,,,1,3481,3362,12,23,55,21232,日本,0,1,5475,5475,https://www.bilibili.com/bangumi/play/ss5475?theme=movie
玩偶游戏,全1话,,,1,101132,10421,211,493,747,206333,日本,0,1,5471,5471,https://www.bilibili.com/bangumi/play/ss5471
精神力量,全2话,,,1,3550,3550,43,118,163,60214,日本,0,1,5463,5463,https://www.bilibili.com/bangumi/play/ss5463
至尊勇者,全50话,,,1,4205,4205,102,323,281,194214,日本,0,1,5453,5453,https://www.bilibili.com/bangumi/play/ss5453
幻想叙谭艾尔西亚,全4话,,,1,6172,6172,90,202,188,62350,日本,0,1,5452,5452,https://www.bilibili.com/bangumi/play/ss5452
幻梦战记莉达,全1话,,,1,4131,4131,121,201,249,45583,日本,0,1,5449,5449,https://www.bilibili.com/bangumi/play/ss5449
病毒,全12话,,,1,4111,4111,59,173,189,102347,日本,0,1,5444,5444,https://www.bilibili.com/bangumi/play/ss5444
宠猫学园,全10话,,,1,8077,8077,168,503,537,81845,日本,0,1,5442,5442,https://www.bilibili.com/bangumi/play/ss5442
比得兔（特别篇）,全5话,,,1,65154,11302,843,3564,1611,1838642,英国,0,1,5441,5441,https://www.bilibili.com/bangumi/play/ss5441
比得兔（第二季）,全52话,,,1,65154,19175,2067,7688,5480,14011362,英国,0,1,5440,5440,https://www.bilibili.com/bangumi/play/ss5440
究极超人R,全1话,,,1,4126,4126,59,147,241,76849,日本,0,1,5436,5436,https://www.bilibili.com/bangumi/play/ss5436
阿大是我哥,全1话,,,1,2298,2298,107,107,365,41847,日本,0,1,5432,5432,https://www.bilibili.com/bangumi/play/ss5432?theme=movie
生化体,全12话,,,1,11056,11056,120,314,723,143363,日本,0,1,5415,5415,https://www.bilibili.com/bangumi/play/ss5415
弹道,全26话,,,1,3561,3561,76,144,500,137152,日本,0,1,5414,5414,https://www.bilibili.com/bangumi/play/ss5414
小妇人（中配）,全26话,,,1,17303,9891,196,528,1069,239050,日本,0,1,5411,5411,https://www.bilibili.com/bangumi/play/ss5411
小妇人,全26话,,,1,17303,9531,183,753,490,180717,日本,0,1,5410,5410,https://www.bilibili.com/bangumi/play/ss5410
千叶脚踏板,全5话,,,1,303166,15554,300,846,423,821130,日本,0,1,5405,5405,https://www.bilibili.com/bangumi/play/ss5405
罐装萌兽,全52话,,,1,2746,2746,61,87,252,72733,韩国,0,1,5396,5396,https://www.bilibili.com/bangumi/play/ss5396
舞武器舞亂伎,全12话,,,1,324328,11707,188,427,1111,314066,日本,0,1,5388,5388,https://www.bilibili.com/bangumi/play/ss5388
猪猪秀 第三季,全34话,,,1,6644,6644,604,1703,802,3445414,其他,0,1,5385,5385,https://www.bilibili.com/bangumi/play/ss5385
危险调查员,全39话,,,1,33715,5954,205,333,619,104592,日本,0,1,5381,5381,https://www.bilibili.com/bangumi/play/ss5381
激斗战车（中文）,全50话,,,1,11415,5062,173,346,793,326935,日本,0,1,5380,5380,https://www.bilibili.com/bangumi/play/ss5380
网络争霸战,全1话,,,1,2348,2348,17,6,33,17671,日本,0,1,5356,5356,https://www.bilibili.com/bangumi/play/ss5356
爆旋陀螺,全50话,,,1,9297,9296,280,614,1965,501028,日本,0,1,5336,5336,https://www.bilibili.com/bangumi/play/ss5336
恋爱占卜师,全51话,,,1,16580,16580,195,371,3926,369000,日本,0,1,5327,5327,https://www.bilibili.com/bangumi/play/ss5327
基因攻防战,全13话,,,1,14961,14961,122,280,1345,177389,日本,0,1,5320,5320,https://www.bilibili.com/bangumi/play/ss5320
愿你在此,全4话,,,1,9021,9021,196,903,48,31399,日本,0,1,5285,5285,https://www.bilibili.com/bangumi/play/ss5285
完全胜利大帝王,全1话,,,1,1721,1721,35,137,33,49295,日本,0,1,5274,5274,https://www.bilibili.com/bangumi/play/ss5274
加州危机,全1话,,,1,2813,2813,96,139,211,31929,日本,0,1,5273,5273,https://www.bilibili.com/bangumi/play/ss5273
时空转抄纳斯卡,全12话,,,1,5095,5095,42,75,242,55173,日本,0,1,5270,5270,https://www.bilibili.com/bangumi/play/ss5270
爆斗宣言大钢弹,全39话,,,1,1213,1213,1444,4015,55,73559,日本,0,1,5233,131752,https://www.bilibili.com/bangumi/play/ss5233
立食师列传,全1话,,,1,4561,4561,40,13,414,34012,日本,0,1,5225,5225,https://www.bilibili.com/bangumi/play/ss5225?theme=movie
蓝色计划 地球SOS,全6话,,,1,2271,2271,125,128,389,28556,日本,0,1,5223,5223,https://www.bilibili.com/bangumi/play/ss5223
科学小飞侠 OVA（1994）,全3话,,,1,276008,13905,112,670,203,141913,日本,0,1,521,521,https://www.bilibili.com/bangumi/play/ss521
飞天少女猪,全51话,,,1,12152,12152,250,364,1423,168338,日本,0,1,5209,5209,https://www.bilibili.com/bangumi/play/ss5209
雅诺斯的梦幻,全1话,,,1,2895,2895,120,286,285,212939,德国,0,1,5208,5208,https://www.bilibili.com/bangumi/play/ss5208
铁鼻子,全52话,,,1,1512,1512,40,77,219,51319,法国,0,1,5205,5205,https://www.bilibili.com/bangumi/play/ss5205
金星战记,全1话,,,1,7455,7455,419,757,1003,118979,日本,0,1,5186,5186,https://www.bilibili.com/bangumi/play/ss5186?theme=movie
星际少年队,全26话,会员专享,,1,15826,15826,2245,2861,479,169606,日本,0,1,5179,5179,https://www.bilibili.com/bangumi/play/ss5179
死体兵,全13话,,,1,16740,16740,97,310,784,179333,日本,0,1,5146,5146,https://www.bilibili.com/bangumi/play/ss5146
东月西阳,全17话,,,1,26192,26192,355,531,1828,306430,日本,0,1,5138,5138,https://www.bilibili.com/bangumi/play/ss5138
魔法少女加奈,全13话,,,1,15248,15248,90,327,1248,230574,日本,0,1,5134,5134,https://www.bilibili.com/bangumi/play/ss5134
战斗之魂 双重驱动,全51话,,,1,22594,10675,1430,1296,12018,1533480,日本,0,1,5119,5119,https://www.bilibili.com/bangumi/play/ss5119
玻璃兔,全1话,,,1,5380,5380,93,125,791,41138,日本,0,1,5116,5116,https://www.bilibili.com/bangumi/play/ss5116?theme=movie
战斗妖精少女 救救我！小Mave,全1话,,,1,7763,7763,118,200,918,67092,日本,0,1,5100,5100,https://www.bilibili.com/bangumi/play/ss5100
梦幻骑士IV 时之旅人,全1话,,,1,3823,3823,33,130,94,50642,日本,0,1,5096,5096,https://www.bilibili.com/bangumi/play/ss5096
恋恋七人组,全13话,,,1,26776,26776,446,1046,3420,1187289,日本,0,1,5090,5090,https://www.bilibili.com/bangumi/play/ss5090
雪之女王,全39话,,,1,4702,4702,98,202,853,95458,日本,0,1,5081,5081,https://www.bilibili.com/bangumi/play/ss5081
永远的艾塞莉娅,全2话,,,1,20400,20400,125,396,888,200603,日本,0,1,5077,5077,https://www.bilibili.com/bangumi/play/ss5077
魔法巧克力专门店,全13话,,,1,23951,23951,193,324,5986,400107,日本,0,1,5067,5067,https://www.bilibili.com/bangumi/play/ss5067
Thunderbolt Fantasy 东离剑游纪,全13话,独家,,1,434756,400787,58761,9833,427064,14477995,日本,0,1,5064,5064,https://www.bilibili.com/bangumi/play/ss5064
梦之祭！研究室,全47话,独家,,1,211606,35544,930,5915,9539,846216,日本,0,1,5061,5061,https://www.bilibili.com/bangumi/play/ss5061
思考与绘画：日本新世纪艺术动画,全9话,,,1,16164,16164,246,321,1688,104566,日本,0,1,5004,5004,https://www.bilibili.com/bangumi/play/ss5004
幸福之祈祷,全1话,,,1,6425,6425,92,107,250,35713,日本,0,1,5002,5002,https://www.bilibili.com/bangumi/play/ss5002
河童的饲养方法,全6话,,,1,8231,8231,136,203,926,74866,日本,0,1,4994,4994,https://www.bilibili.com/bangumi/play/ss4994
克拉斯特学院,全25话,,,1,16405,16382,144,234,3976,244662,日本,0,1,4993,4993,https://www.bilibili.com/bangumi/play/ss4993
高机动幻想GPO 第二季,全24话,,,1,7910,7910,38,103,943,156066,日本,0,1,4992,4992,https://www.bilibili.com/bangumi/play/ss4992
彻之进,全51话,,,1,1774,1774,3050,3511,112,53636,日本,0,1,4955,142412,https://www.bilibili.com/bangumi/play/ss4955
战吼,全13话,,,1,18174,18174,223,588,1989,291344,日本,0,1,4954,4954,https://www.bilibili.com/bangumi/play/ss4954
轰烈弹珠人,全50话,,,1,2440,2440,53,113,162,124488,日本,0,1,4951,4951,https://www.bilibili.com/bangumi/play/ss4951
练马萝卜兄弟,全12话,,,1,2088,2088,102,122,702,23737,日本,0,1,4948,4948,https://www.bilibili.com/bangumi/play/ss4948
警察战车队 TANK S.W.A.T.,全1话,,,1,3503,3503,33,96,169,63351,日本,0,1,4935,4935,https://www.bilibili.com/bangumi/play/ss4935
骇客时空 根源,全26话,会员专享,,1,26138,26138,3552,796,3834,299230,日本,0,1,4925,4925,https://www.bilibili.com/bangumi/play/ss4925
蜜×蜜水果糖,全2话,,,1,28622,28622,233,692,7746,525214,日本,0,1,4918,4918,https://www.bilibili.com/bangumi/play/ss4918
